A. IDENTIFICATION DU VEHICULE ;A.1. NUMERO D'IMMATRICULATION ;A.1.1. PLAQUE D'IMMATRICULATION ;A.1.1.1. ETAT ;A.1.1.1.1. ;Mauvais �tat de la plaque avant / D�collement de num�ro ;2; ;;
E. LIAISON AU SOL ;E.2. TRAINS, ESSIEUX (y compris ANCRAGES) ;E.2.7.  RESSORT HELICOIDAL ;E.2.7.3. EXISTENCE ;E.2.7.3.1.;Absence  (AVD/AVG, ARD/ARG) ;2;;;
E. LIAISON AU SOL ;E.2. TRAINS, ESSIEUX (y compris ANCRAGES) ;E.2.8. RESSORT A LAMES ;E.2.8.1. ETAT ;E.2.8.1.1.;Ressort cass�  (AVD/AVG, ARD/ARG) ;2;;;
E. LIAISON AU SOL ;E.2. TRAINS, ESSIEUX (y compris ANCRAGES) ;E.2.8. RESSORT A LAMES ;E.2.8.1. ETAT ;E.2.8.1.2.;Mauvaise alignement  (AVD/AVG, ARD/ARG) ;2;;;
E. LIAISON AU SOL ;E.2. TRAINS, ESSIEUX (y compris ANCRAGES) ;E.2.8. RESSORT A LAMES ;E.2.8.1. ETAT ;E.2.8.1.3.;Lames us�s (AVD/AVG, ARD/ARG) ;2;;;
E. LIAISON AU SOL ;E.2. TRAINS, ESSIEUX (y compris ANCRAGES) ;E.2.8. RESSORT A LAMES ;E.2.8.2. NOMBRE ;E.2.8.2.1.;Dissym�trie de lames sur un m�me essieu  (AV/AR) ;2;;;
E. LIAISON AU SOL ;E.2. TRAINS, ESSIEUX (y compris ANCRAGES) ;E.2.8. RESSORT A LAMES ;E.2.8.3. FIXATION ;E.2.8.3.1.;Mauvaise fixation  (AVD/AVG, ARD/ARG) ;2;;;
E. LIAISON AU SOL ;E.2. TRAINS, ESSIEUX (y compris ANCRAGES) ;E.2.8. RESSORT A LAMES ;E.2.8.3. FIXATION ;E.2.8.3.2.;Lame inappropri�e ;2;;;
E. LIAISON AU SOL ;E.2. TRAINS, ESSIEUX (y compris ANCRAGES) ;E.2.8. RESSORT A LAMES ;E.2.8.3. FIXATION ;E.2.8.3.3.;Fixation ou bride inappropri� ;2;;;
E. LIAISON AU SOL ;E.2. TRAINS, ESSIEUX (y compris ANCRAGES) ;E.2.8. RESSORT A LAMES ;E.2.8.4. FONCTIONNEMENT ;E.2.8.4.1.;Jeu  mineur (AVD/AVG, ARD/ARG) ;1;;;
E. LIAISON AU SOL ;E.2. TRAINS, ESSIEUX (y compris ANCRAGES) ;E.2.8. RESSORT A LAMES ;E.2.8.4. FONCTIONNEMENT ;E.2.8.4.2.;Jeu important  (AVD/AVG, ARD/ARG) ;2;;;
E. LIAISON AU SOL ;E.2. TRAINS, ESSIEUX (y compris ANCRAGES) ;E.2.9. AXES DE PIVOT / DE FUSEE ;E.2.9.1. FONCTIONNEMENT ;E.2.9.1.1.;Jeu  mineur dans l�axe  (AVD/AVG) ;1;;;
E. LIAISON AU SOL ;E.2. TRAINS, ESSIEUX (y compris ANCRAGES) ;E.2.9. AXES DE PIVOT / DE FUSEE ;E.2.9.1. FONCTIONNEMENT ;E.2.9.1.2.;Jeu  important dans l�axe (AVD/AVG) ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.1. ETAT ;E.3.1.1.1.;D�formation importante de la jante ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.1. ETAT ;E.3.1.1.10.;Pneu clout� ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.1. ETAT ;E.3.1.1.2.;D�formation importante du pneu ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.1. ETAT ;E.3.1.1.3.;Fissure de la jante ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.1. ETAT ;E.3.1.1.4.;Usure irr�guli�re du pneu ;1;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.1. ETAT ;E.3.1.1.5.;Profil inf�rieur � 1 mm � Usure importante ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.1. ETAT ;E.3.1.1.6.;Pneu d�class� ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.1. ETAT ;E.3.1.1.7.;Pneu retaill� / Mauvais �tat ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.1. ETAT ;E.3.1.1.8.;Hernies ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.1. ETAT ;E.3.1.1.9.;Coupure profonde ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.2. DIMENSSIONS ;E.3.1.2.1.;Dimensions diff�rentes sur un m�me essieu ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.2. DIMENSSIONS ;E.3.1.2.2.;Structures diff�rentes sur un m�me essieu ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.3. FONCTIONNEMENT ;E.3.1.3.1.;Frottement d'un pneu sur �l�ment fixe du v�hicule (AVD, AVG, ARD, ARG) ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.3. FONCTIONNEMENT ;E.3.1.3.2.;Pression anormale (AVD, AVG, ARD, ARG) ;1;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.4. FIXATION ;E.3.1.4.1.;Absence d'un goujon / d'un �crou de fixation (AVD, AVG. ARD, ARG.) ;1;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.4. FIXATION ;E.3.1.4.2.;Absence de plus d�un tiers des �crous ou des goujons de roue (AVD.AVG. ARD. ARG.) ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.2. ROULEMENT DE ROUE ;E.3.2.1. FONCTIONNEMENT ;E.3.2.1.1.;Jeu mineur  (AVD/AVG, ARD/ARG) ;1;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.2. ROULEMENT DE ROUE ;E.3.2.1. FONCTIONNEMENT ;E.3.2.1.2.;Jeu important  (AVD/AVG, ARD/ARG) ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.5. DIVERS ;E.3.2.4.1.;Absence de roue secours ;1;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.5. DIVERS ;E.3.2.4.2.;Absence de roue secours TP ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.5. DIVERS ;E.3.2.4.3.;Mauvais �tat de la roue de secours  TP ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.1. ROUE (jante, pneu) ;E.3.1.5. DIVERS ;E.3.2.4.4.;Roue de secours inadapt� TP ;2;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.3. MOYEU  DE ROUE ;E.3.3.1. FONCTIONNEMENT ;E.3.3.1.1.;Jeu mineur  (AVD/AVG, ARD/ARG) ;1;;;
E. LIAISON AU SOL ;E.3. ROUES (jante et pneumatique) ;E.3.3. MOYEU  DE ROUE ;E.3.3.1. FONCTIONNEMENT ;E.3.3.1.2.;Jeu important  (AVD/AVG, ARD/ARG) ;2;;;
F. VISIBILITE ;F.1. VITRAGES ;F.1.1. PARE-BRISE ;F.1.1.1. ETAT ;F.1.1.1.1.;Fissure mineure / Pr�sence de stries ;1; ;;
F. VISIBILITE ;F.1. VITRAGES ;F.1.1. PARE-BRISE ;F.1.1.1. ETAT ;F.1.1.1.2.;Fissure importante / Cassure ;2; ;;
F. VISIBILITE ;F.1. VITRAGES ;F.1.1. PARE-BRISE ;F.1.1.1. ETAT ;F.1.1.1.3.; Visibilit� insuffisante ;2; ;;
F. VISIBILITE ;F.1. VITRAGES ;F.1.1. PARE-BRISE ;F.1.1.2. DIVERS ;F.1.1.2.1.;Absence / Inappropri� ;2;;;
F. VISIBILITE ;F.1. VITRAGES ;F.1.2. AUTRE VITRAGE ;F.1.2.1. ETAT ;F.1.2.1.1.;Etat (AVD, AVG, AR, ARD, ARG) ;1; ;;
F. VISIBILITE ;F.1. VITRAGES ;F.1.3. DIVERS ;F.1.3.1. MARQUAGE ;F.1.3.1.1.;Absence de marquage de vitres. ;2;PARC SOUMIS ;;
F. VISIBILITE ;F.1. VITRAGES ;F.1.2. AUTRE VITRAGE ;F.1.2.1. ETAT ;F.1.2.1.2.;Fissure importante de la lunette arri�re ;2; ;;
F. VISIBILITE ;F.1. VITRAGES ;F.1.3. DIVERS ;F.1.3.1. MARQUAGE ;F.1.3.1.2.;Marquage non conforme ;2;PARC SOUMIS ;;
F. VISIBILITE ;F.1. VITRAGES ;F.1.2. AUTRE VITRAGE ;F.1.2.1. ETAT ;F.1.2.1.3.;Vitrage inappropri� (AVD, AVG, AR, ARD, ARG) ;2; ;;
F. VISIBILITE ;F.1. VITRAGES ;F.1.3. DIVERS ;F.1.3.1. MARQUAGE ;F.1.3.1.3.;Marquage multiple ;2;PARC SOUMIS ;;
F. VISIBILITE ;F.1. VITRAGES ;F.1.2. AUTRE VITRAGE ;F.1.2.1. ETAT ;F.1.2.1.4.;Pr�sence pellicule / teint  non autoris�es (AVD, AVG, AR, ARD, ARG) ;2; ;;
F. VISIBILITE ;F.1. VITRAGES ;F.1.3. DIVERS ;F.1.3.1. MARQUAGE ;F.1.3.1.4.;Lecture impossible du marquage ;2;PARC SOUMIS ;;
F. VISIBILITE ;F.1. VITRAGES ;F.1.2. AUTRE VITRAGE ;F.1.2.2. DIVERS ;F.1.2.2.1.;Absence (AVD, AVG, ARD, ARG) ;2;;;
F. VISIBILITE ;F.2. RETROVISEURS ;F.2.1. RETROVISEUR INTERIEUR (si obligatoire) ;F.2.1.1. ETAT ;F.2.1.1.1.;Mauvais �tat ;2;;;
F. VISIBILITE ;F.2. RETROVISEURS ;F.2.1. RETROVISEUR INTERIEUR (si obligatoire) ;F.2.1.1. ETAT ;F.2.1.1.2.; D�t�rioration mineure du r�troviseur ;1;;;
F. VISIBILITE ;F.2. RETROVISEURS ;F.2.1. RETROVISEUR INTERIEUR (si obligatoire) ;F.2.1.1. ETAT ;F.2.1.1.3.; Fissure / cassure ;2;;;
F. VISIBILITE ;F.2. RETROVISEURS ;F.2.1. RETROVISEUR INTERIEUR (si obligatoire) ;F.2.1.2. FIXATION ;F.2.1.2.1.; Mauvaise fixation ;2;;;
F. VISIBILITE ;F.2. RETROVISEURS ;F.2.1. RETROVISEUR INTERIEUR (si obligatoire) ;F.2.1.3. EXISTENCE ;F.2.1.3.1.; Absence ;2;PARC SOUMIS ;;
F. VISIBILITE ;F.2. RETROVISEURS ;F.2.2. RETROVISEUR EXTERIEUR ;F.2.2.1. ETAT ;F.2.2.1.1.; Mauvais �tat (AVD, AVG) ;2;;;
F. VISIBILITE ;F.2. RETROVISEURS ;F.2.2. RETROVISEUR EXTERIEUR ;F.2.2.1. ETAT ;F.2.2.1.2.;Fissure / Cassure (AVD, AVG) ;2;;;
F. VISIBILITE ;F.2. RETROVISEURS ;F.2.2. RETROVISEUR EXTERIEUR ;F.2.2.2. FIXATION ;F.2.2.2.1.; Mauvaise fixation (AVD, AVG) ;2;;;
F. VISIBILITE ;F.2. RETROVISEURS ;F.2.2. RETROVISEUR EXTERIEUR ;F.2.2.3. DIVERS ;F.2.2.3.1.; Absence d'un, c�t� gauche (VP) ;2;;;
F. VISIBILITE ;F.2. RETROVISEURS ;F.2.2. RETROVISEUR EXTERIEUR ;F.2.2.3. DIVERS ;F.2.2.3.2.; Absence d'un  (PL, VU) ;2;;;
F. VISIBILITE ;F.2. RETROVISEURS ;F.2.2. RETROVISEUR EXTERIEUR ;F.2.2.3. DIVERS ;F.2.2.3.3.; Absence totale ;2;;;
F. VISIBILITE ;F.3. ACCESSOIRES ;F.3.1. ESSUIE-GLACE AV ;F.3.1.1. ETAT ET FONCTIONNEMENT ;F.3.1.1.1.; Mauvais �tat / Balais us�s cot� droit ;1;;;
F. VISIBILITE ;F.3. ACCESSOIRES ;F.3.1. ESSUIE-GLACE AV ;F.3.1.1. ETAT ET FONCTIONNEMENT ;F.3.1.1.2.; Mauvais �tat / Balais us�s ;2;;;
F. VISIBILITE ;F.3. ACCESSOIRES ;F.3.1. ESSUIE-GLACE AV ;F.3.1.1. ETAT ET FONCTIONNEMENT ;F.3.1.1.3.; Mauvais fonctionnement ;2;;;
F. VISIBILITE ;F.3. ACCESSOIRES ;F.3.1. ESSUIE-GLACE AV ;F.3.1.1. ETAT ET FONCTIONNEMENT ;F.3.1.1.4.; Non fonctionnement ;2;;;
F. VISIBILITE ;F.3. ACCESSOIRES ;F.3.1. ESSUIE-GLACE AV ;F.3.1.2. FIXATION ;F.3.1.2.1.; Mauvaise fixation ;2;;;
F. VISIBILITE ;F.3. ACCESSOIRES ;F.3.1. ESSUIE-GLACE AV ;F.3.1.3. EXISTENCE ;F.3.1.3.1.; Absence ;2;;;
G. PROPULSION ET EQUIPEMENTS DE CONTR�LE ;G.1. GROUPE MOTO-PROPULSEUR ;G.1.1. FIXATION ;;G.1.1.1.; Mauvaise fixation ;2;;;
G. PROPULSION ET EQUIPEMENTS DE CONTR�LE ;G.1. GROUPE MOTO-PROPULSEUR ;G.1.2. ETANCHEITE ;;G.1.2.1.; Fuite importante d'huile moteur ;2;;;
G. PROPULSION ET EQUIPEMENTS DE CONTR�LE ;G.1. GROUPE MOTO-PROPULSEUR ;G.1.2. TRANSMISSION Y COMPRIS ACCOUPLEMENT ;G.1.2.1. FONCTIONNEMENT ;G.1.2.1.1.; Jeu mineur ;1;;;
G. PROPULSION ET EQUIPEMENTS DE CONTR�LE ;G.1. GROUPE MOTO-PROPULSEUR ;G.1.2. TRANSMISSION Y COMPRIS ACCOUPLEMENT ;G.1.2.1. FONCTIONNEMENT ;G.1.2.1.2.; Jeu important ;2;;;
G. PROPULSION ET EQUIPEMENTS DE CONTR�LE ;G.1. GROUPE MOTO-PROPULSEUR ;G.1.2. TRANSMISSION Y COMPRIS ACCOUPLEMENT ;G.1.2.1. FONCTIONNEMENT ;G.1.2.1.3.; D�formation importante ;2;;;
G. PROPULSION ET EQUIPEMENTS DE CONTR�LE ;G.1. GROUPE MOTO-PROPULSEUR ;G.1.2. ETANCHEITE ;;G.1.2.2.; Niveau d�huile moteur en dessous du minimum ;2;;;
G. PROPULSION ET EQUIPEMENTS DE CONTR�LE ;G.1. GROUPE MOTO-PROPULSEUR ;G.1.2. TRANSMISSION Y COMPRIS ACCOUPLEMENT ;G.1.2.2. FIXATION ;G.1.2.2.1.; Mauvaise fixation avec absence de chaine de protection ;2;;;
G. PROPULSION ET EQUIPEMENTS DE CONTR�LE ;G.1. GROUPE MOTO-PROPULSEUR ;G.1.2. TRANSMISSION Y COMPRIS ACCOUPLEMENT ;G.1.2.3. ETANCHEITE ;G.1.2.3.1.; Soufflet d�fectueux (AV. AR. C. AVD. AVG. ARD.ARG) ;1;;;
G. PROPULSION ET EQUIPEMENTS DE CONTR�LE ;G.1. GROUPE MOTO-PROPULSEUR ;G.1.2. TRANSMISSION Y COMPRIS ACCOUPLEMENT ;G.1.2.4. EXISTENCE ;G.1.2.4.1.; Soufflet absence (AV. AR. C. AVD. AVG. ARD. ARG.) ;1;;;
G. PROPULSION ET EQUIPEMENTS DE CONTR�LE ;G.1. GROUPE MOTO-PROPULSEUR ;G.1.3. CANALISATION DE CARBURANT ;G.1.3.1. ETAT ;G.1.3.1.1; Mauvais �tat des canalisations de carburant ;2;;;
G. PROPULSION ET EQUIPEMENTS DE CONTR�LE ;G.1. GROUPE MOTO-PROPULSEUR ;G.1.3. CANALISATION DE CARBURANT ;G.1.3.2. ETANCHEITE ;G.1.3.2.1; Fuite de carburant ;2;;;
G. PROPULSION ET EQUIPEMENTS DE CONTR�LE ;G.1. GROUPE MOTO-PROPULSEUR ;G.1.4. RESERVOIR DE CARBURANT ;G.1.4.1. FIXATION ;G.1.4.1.1.; Mauvaise fixation ;2;;;
G. PROPULSION ET EQUIPEMENTS DE CONTR�LE ;G.1. GROUPE MOTO-PROPULSEUR ;G.1.4. RESERVOIR DE CARBURANT ;G.1.4.2. ETANCHEITE ;G.1.4.2.1.; Fuite de carburant ;2;;;
G. PROPULSION ET EQUIPEMENTS DE CONTR�LE ;G.1. GROUPE MOTO-PROPULSEUR ;G.1.4. RESERVOIR DE CARBURANT ;G.1.4.3. EXISTENCE ;G.1.4.3.1.; Absence du bouchon de fermeture ;2;;;
H. DIRECTION ;H.1. MESURES ;H.1.1. ANGLES, RIPAGE AV ;H.1.1.1. FONCTIONNEMENT ;H.1.1.1.1.; Ripage inferieur ou �gal  � 12m/Km ;1;;;
H. DIRECTION ;H.1. MESURES ;H.1.1. ANGLES, RIPAGE AV ;H.1.1.1. FONCTIONNEMENT ;H.1.1.1.2.; Ripage excessif (sup � 12m/Km) ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.1. VOLANT, COLONNE, ACCOUPLEMENT ;H.2.1.1. ETAT ;H.2.1.1.1.; Volant : Dimensions inappropri�es ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.1. VOLANT, COLONNE, ACCOUPLEMENT ;H.2.1.1. ETAT ;H.2.1.1.2.;  Etat  du volant de direction ;1;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.1. VOLANT, COLONNE, ACCOUPLEMENT ;H.2.1.1. ETAT ;H.2.1.1.3.; Mauvais �tat du volant de direction ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.1. VOLANT, COLONNE, ACCOUPLEMENT ;H.2.1.1. ETAT ;H.2.1.1.4.; D�t�rioration du flector ou du croisillon ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.1. VOLANT, COLONNE, ACCOUPLEMENT ;H.2.1.2. FIXATION ;H.2.1.2.1.; Mauvaise fixation du volant de direction ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.1. VOLANT, COLONNE, ACCOUPLEMENT ;H.2.1.2. FIXATION ;H.2.1.2.2.; Mauvaise fixation de la colonne de direction ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.1. VOLANT, COLONNE, ACCOUPLEMENT ;H.2.1.2. FIXATION ;H.2.1.2.3.; Mauvais �tat du croisillon ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.1. ETAT ;H.2.2.1.1.; Soufflet de cr�maill�re endommag� (AVD, AVG) ;1;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.1. ETAT ;H.2.2.1.2.; Boitier de cr�maill�re cass� ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.1. ETAT ;H.2.2.1.3.; D�formation importante de la biellette direction ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.1. ETAT ;H.2.2.1.4.; D�formation importante de la timonerie ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.1. ETAT ;H.2.2.1.5.; Rotule de direction martel�e (AVD, AVG) ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.2. FIXATION ;H.2.2.2.1.; Mauvaise fixation de la cr�maill�re ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.2. FIXATION ;H.2.2.2.2.; Mauvaise fixation du boitier ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.2. FIXATION ;H.2.2.2.3.; Mauvaise fixation de la rotule de direction (AVD, AVG) ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.2. FIXATION ;H.2.2.2.4.; Mauvaise fixation du relais de direction ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.2. FIXATION ;H.2.2.2.5.; Mauvaise fixation de  la bielle pendante ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.2. FIXATION ;H.2.2.2.6.; Mauvaise fixation des barres d'accouplement / des articulations de direction ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.2. FIXATION ;H.2.2.2.7.; Mauvaise fixation du volant de direction ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.2. FIXATION ;H.2.2.2.8.; Mauvaise fixation du v�rin d'assistance ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.3. FONCTIONNEMENT ;H.2.2.3.1.; jeu mineur de la cr�maill�re / boitier ;1;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.3. FONCTIONNEMENT ;H.2.2.3.10.; jeu mineur du relais de direction ;1;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.3. FONCTIONNEMENT ;H.2.2.3.11.; jeu important du relais de direction ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.3. FONCTIONNEMENT ;H.2.2.3.12.; Mauvais fonctionnement de la direction ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.3. FONCTIONNEMENT ;H.2.2.3.2.; jeu important de la cr�maill�re / boitier ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.3. FONCTIONNEMENT ;H.2.2.3.3.; jeu mineur  barres d'accouplement / articulations de direction ;1;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.3. FONCTIONNEMENT ;H.2.2.3.4.; jeu important barres d'accouplement  / articulations de direction ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.3. FONCTIONNEMENT ;H.2.2.3.5.; jeu mineur de la rotule de direction (AVD, AVG, ARD, ARG) ;1;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.3. FONCTIONNEMENT ;H.2.2.3.6.; jeu important de la rotule de direction (AVD, AVG, ARD, ARG) ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.3. FONCTIONNEMENT ;H.2.2.3.7.; point dur au braquage ;1;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.3. FONCTIONNEMENT ;H.2.2.3.8.; jeu mineur de la bielle pendante ;1;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.3. FONCTIONNEMENT ;H.2.2.3.9.; jeu important de la bielle pendante ;2;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.4. ETANCHEITE ;H.2.2.4.1.; D�faut d'�tanch�it� de la cr�maill�re ;1;;;
H. DIRECTION ;H.2. ORGANES DE DIRECTION ;H.2.2. Cr�maill�re, boitier, biellette, timonerie, rotule, articulation de direction, bielle pendante, barres d'accouplement;H.2.2.4. ETANCHEITE ;H.2.2.4.2.; D�faut d'�tanch�it� du boitier ;1;;;
H. DIRECTION ;;H.3.1. SYSTEME D'ASSISTANCE DE DIRECTION ;H.3.1.1. FIXATION ;H.3.1.1.1.; mauvaise fixation du dispositif d�assistance ;2;;;
H. DIRECTION ;;H.3.1. SYSTEME D'ASSISTANCE DE DIRECTION ;H.3.1.2. FONCTIONNEMENT ;H.3.1.2.1.; Non fonctionnement du syst�me d�assistance de direction ;2;;;
H. DIRECTION ;;H.3.1. SYSTEME D'ASSISTANCE DE DIRECTION ;H.3.1.3.  ETANCHEITE ;H.3.1.3.1.; Fuite importante du dispositif d�assistance ;2;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.1. LONGERON, BRANCARD, ;J.1.1.1. ETAT ;J.1.1.1.1.; D�gradation mineure ensemble carrosserie ;1;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.1. LONGERON, BRANCARD, ;J.1.1.1. ETAT ;J.1.1.1.2.; Corrosion ;1;;;
